file,annotid
/Volumes/pn-opus/Seedlings/Subject_Files/31/31_12/Home_Visit/Coding/Audio_Annotation/31_12_sparse_code.cha,0x83f72f
/Volumes/pn-opus/Seedlings/Subject_Files/31/31_13/Home_Visit/Coding/Audio_Annotation/31_13_sparse_code.cha,0x0bc385
/Volumes/pn-opus/Seedlings/Subject_Files/31/31_14/Home_Visit/Coding/Audio_Annotation/31_14_sparse_code.cha,0x19d1d7
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_06/Home_Visit/Coding/Audio_Annotation/32_06_sparse_code.cha,0xa0bf5c
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_07/Home_Visit/Coding/Audio_Annotation/32_07_sparse_code.cha,0x62ade1
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_07/Home_Visit/Coding/Audio_Annotation/32_07_sparse_code.cha,0x48a7f8
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_12/Home_Visit/Coding/Audio_Annotation/32_12_sparse_code.cha,0xdbaf4d
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_15/Home_Visit/Coding/Audio_Annotation/32_15_sparse_code.cha,0x634f64
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_15/Home_Visit/Coding/Audio_Annotation/32_15_sparse_code.cha,0x1d7887
/Volumes/pn-opus/Seedlings/Subject_Files/32/32_17/Home_Visit/Coding/Audio_Annotation/32_17_sparse_code.cha,0x59febf
/Volumes/pn-opus/Seedlings/Subject_Files/33/33_07/Home_Visit/Coding/Audio_Annotation/33_07_sparse_code.cha,0x6579aa
/Volumes/pn-opus/Seedlings/Subject_Files/33/33_07/Home_Visit/Coding/Audio_Annotation/33_07_sparse_code.cha,0x198cfc
/Volumes/pn-opus/Seedlings/Subject_Files/33/33_12/Home_Visit/Coding/Audio_Annotation/33_12_sparse_code.cha,0xb3c363
/Volumes/pn-opus/Seedlings/Subject_Files/33/33_12/Home_Visit/Coding/Audio_Annotation/33_12_sparse_code.cha,0x9a0abd
/Volumes/pn-opus/Seedlings/Subject_Files/33/33_17/Home_Visit/Coding/Audio_Annotation/33_17_sparse_code.cha,0xbc42c4
/Volumes/pn-opus/Seedlings/Subject_Files/34/34_12/Home_Visit/Coding/Audio_Annotation/34_12_sparse_code.cha,0xbb488d
/Volumes/pn-opus/Seedlings/Subject_Files/34/34_14/Home_Visit/Coding/Audio_Annotation/34_14_sparse_code.cha,0x7590fb
/Volumes/pn-opus/Seedlings/Subject_Files/35/35_06/Home_Visit/Coding/Audio_Annotation/35_06_sparse_code.cha,0x126eb7
/Volumes/pn-opus/Seedlings/Subject_Files/35/35_12/Home_Visit/Coding/Audio_Annotation/35_12_sparse_code.cha,0x988bec
/Volumes/pn-opus/Seedlings/Subject_Files/35/35_12/Home_Visit/Coding/Audio_Annotation/35_12_sparse_code.cha,0xf86990
/Volumes/pn-opus/Seedlings/Subject_Files/36/36_06/Home_Visit/Coding/Audio_Annotation/36_06_sparse_code.cha,0x7e019b
/Volumes/pn-opus/Seedlings/Subject_Files/36/36_07/Home_Visit/Coding/Audio_Annotation/36_07_sparse_code.cha,0x694366
/Volumes/pn-opus/Seedlings/Subject_Files/36/36_08/Home_Visit/Coding/Audio_Annotation/36_08_sparse_code.cha,0x9ee329
/Volumes/pn-opus/Seedlings/Subject_Files/36/36_08/Home_Visit/Coding/Audio_Annotation/36_08_sparse_code.cha,0xae916a
/Volumes/pn-opus/Seedlings/Subject_Files/36/36_13/Home_Visit/Coding/Audio_Annotation/36_13_sparse_code.cha,0xe87065
/Volumes/pn-opus/Seedlings/Subject_Files/36/36_17/Home_Visit/Coding/Audio_Annotation/36_17_sparse_code.cha,0xf38f42
/Volumes/pn-opus/Seedlings/Subject_Files/37/37_09/Home_Visit/Coding/Audio_Annotation/37_09_sparse_code.cha,0x03eea9
/Volumes/pn-opus/Seedlings/Subject_Files/37/37_10/Home_Visit/Coding/Audio_Annotation/37_10_sparse_code.cha,0x93abbd
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_06/Home_Visit/Coding/Audio_Annotation/38_06_sparse_code.cha,0xed9ad1
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_07/Home_Visit/Coding/Audio_Annotation/38_07_sparse_code.cha,0x40ca7e
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_12/Home_Visit/Coding/Audio_Annotation/38_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/38/38_16/Home_Visit/Coding/Audio_Annotation/38_16_sparse_code.cha,0x350e62
/Volumes/pn-opus/Seedlings/Subject_Files/39/39_09/Home_Visit/Coding/Audio_Annotation/39_09_sparse_code.cha,0x2df807
/Volumes/pn-opus/Seedlings/Subject_Files/39/39_09/Home_Visit/Coding/Audio_Annotation/39_09_sparse_code.cha,0xf058d6
/Volumes/pn-opus/Seedlings/Subject_Files/40/40_08/Home_Visit/Coding/Audio_Annotation/40_08_sparse_code.cha,0x58aaf0
/Volumes/pn-opus/Seedlings/Subject_Files/40/40_14/Home_Visit/Coding/Audio_Annotation/40_14_sparse_code.cha,0x4ffa02
/Volumes/pn-opus/Seedlings/Subject_Files/40/40_16/Home_Visit/Coding/Audio_Annotation/40_16_sparse_code.cha,0x1fc702
/Volumes/pn-opus/Seedlings/Subject_Files/40/40_17/Home_Visit/Coding/Audio_Annotation/40_17_sparse_code.cha,0xd29de0
/Volumes/pn-opus/Seedlings/Subject_Files/41/41_11/Home_Visit/Coding/Audio_Annotation/41_11_sparse_code.cha,0x7a0ffa
/Volumes/pn-opus/Seedlings/Subject_Files/41/41_12/Home_Visit/Coding/Audio_Annotation/41_12_sparse_code.cha,NA
/Volumes/pn-opus/Seedlings/Subject_Files/41/41_14/Home_Visit/Coding/Audio_Annotation/41_14_sparse_code.cha,0x89b992
/Volumes/pn-opus/Seedlings/Subject_Files/41/41_17/Home_Visit/Coding/Audio_Annotation/41_17_sparse_code.cha,0x87ea3d
/Volumes/pn-opus/Seedlings/Subject_Files/41/41_17/Home_Visit/Coding/Audio_Annotation/41_17_sparse_code.cha,0xac429d
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_07/Home_Visit/Coding/Audio_Annotation/42_07_sparse_code.cha,0x15172b
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_07/Home_Visit/Coding/Audio_Annotation/42_07_sparse_code.cha,0xeb73f1
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_07/Home_Visit/Coding/Audio_Annotation/42_07_sparse_code.cha,0xa26765
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_09/Home_Visit/Coding/Audio_Annotation/42_09_sparse_code.cha,0x339b05
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_10/Home_Visit/Coding/Audio_Annotation/42_10_sparse_code.cha,0x319b1a
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_10/Home_Visit/Coding/Audio_Annotation/42_10_sparse_code.cha,0xd3c01b
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_12/Home_Visit/Coding/Audio_Annotation/42_12_sparse_code.cha,0x96087a
/Volumes/pn-opus/Seedlings/Subject_Files/42/42_14/Home_Visit/Coding/Audio_Annotation/42_14_sparse_code.cha,0x66bba5
/Volumes/pn-opus/Seedlings/Subject_Files/43/43_06/Home_Visit/Coding/Audio_Annotation/43_06_sparse_code.cha,0xf3553c
/Volumes/pn-opus/Seedlings/Subject_Files/43/43_09/Home_Visit/Coding/Audio_Annotation/43_09_sparse_code.cha,0x322f14
/Volumes/pn-opus/Seedlings/Subject_Files/43/43_09/Home_Visit/Coding/Audio_Annotation/43_09_sparse_code.cha,0x9a592a
/Volumes/pn-opus/Seedlings/Subject_Files/43/43_12/Home_Visit/Coding/Audio_Annotation/43_12_sparse_code.cha,0x61789d
/Volumes/pn-opus/Seedlings/Subject_Files/43/43_13/Home_Visit/Coding/Audio_Annotation/43_13_sparse_code.cha,0x0e8a17
/Volumes/pn-opus/Seedlings/Subject_Files/45/45_07/Home_Visit/Coding/Audio_Annotation/45_07_sparse_code.cha,0x8bcf32
/Volumes/pn-opus/Seedlings/Subject_Files/46/46_07/Home_Visit/Coding/Audio_Annotation/46_07_sparse_code.cha,0x520b2b
/Volumes/pn-opus/Seedlings/Subject_Files/46/46_07/Home_Visit/Coding/Audio_Annotation/46_07_sparse_code.cha,0xc10d1d
/Volumes/pn-opus/Seedlings/Subject_Files/46/46_11/Home_Visit/Coding/Audio_Annotation/46_11_sparse_code.cha,0x7ccfa6
/Volumes/pn-opus/Seedlings/Subject_Files/46/46_11/Home_Visit/Coding/Audio_Annotation/46_11_sparse_code.cha,0x7e97f3
/Volumes/pn-opus/Seedlings/Subject_Files/46/46_12/Home_Visit/Coding/Audio_Annotation/46_12_sparse_code.cha,0xb89a1e
/Volumes/pn-opus/Seedlings/Subject_Files/46/46_15/Home_Visit/Coding/Audio_Annotation/46_15_sparse_code.cha,0xee3685
